OTUID	JF1	JF10	JF101	JF102	JF103	JF104	JF105	JF106	JF107	JF108	JF109	JF11	JF110	JF111	JF112	JF113	JF114	JF115	JF116	JF117	JF118	JF119	JF12	JF120	JF121	JF122	JF123	JF124	JF125	JF126	JF127	JF128	JF129	JF13	JF130	JF131	JF132	JF14	JF15	JF16	JF17	JF18	JF19	JF2	JF20	JF21	JF22	JF23	JF24	JF25	JF26	JF27	JF28	JF29	JF3	JF30	JF301	JF302	JF303	JF304	JF305	JF306	JF307	JF308	JF309	JF31	JF310	JF311	JF312	JF313	JF314	JF315	JF316	JF317	JF318	JF319	JF32	JF320	JF321	JF322	JF4	JF401	JF402	JF403	JF404	JF405	JF406	JF407	JF408	JF409	JF410	JF411	JF412	JF413	JF414	JF415	JF416	JF417	JF418	JF5	JF7	JF8	JF9
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__uncultured Bacteroidales bacterium;D_6__uncultured Bacteroidales bacterium	809.0	115.0	63.0	21.0	34.0	75.0	345.0	66.0	97.0	44.0	126.0	148.0	6.0	53.0	47.0	88.0	18.0	56.0	42.0	212.0	17.0	30.0	44.0	41.0	46.0	60.0	38.0	245.0	114.0	115.0	28.0	19.0	36.0	376.0	60.0	85.0	20.0	617.0	172.0	231.0	74.0	72.0	440.0	130.0	317.0	85.0	200.0	168.0	4.0	177.0	394.0	279.0	107.0	170.0	213.0	394.0	94.0	66.0	10.0	297.0	102.0	38.0	123.0	83.0	6.0	522.0	277.0	27.0	40.0	44.0	115.0	28.0	9.0	28.0	33.0	43.0	260.0	7.0	75.0	0.0	55.0	125.0	341.0	1588.0	563.0	800.0	191.0	931.0	83.0	943.0	55.0	251.0	40.0	615.0	146.0	940.0	44.0	1170.0	103.0	57.0	533.0	68.0	48.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	830.0	125.0	495.0	15.0	0.0	156.0	515.0	0.0	126.0	48.0	60.0	47.0	5.0	611.0	18.0	821.0	0.0	652.0	183.0	201.0	10.0	46.0	114.0	166.0	91.0	58.0	31.0	156.0	29.0	43.0	136.0	51.0	439.0	280.0	12.0	162.0	20.0	246.0	361.0	54.0	210.0	122.0	127.0	401.0	291.0	112.0	240.0	218.0	4.0	79.0	284.0	58.0	550.0	405.0	160.0	368.0	772.0	420.0	20.0	203.0	100.0	35.0	342.0	121.0	37.0	349.0	471.0	231.0	19.0	149.0	329.0	234.0	12.0	387.0	35.0	574.0	785.0	0.0	146.0	0.0	91.0	227.0	0.0	1277.0	1305.0	1262.0	17.0	1589.0	646.0	839.0	8.0	752.0	59.0	1317.0	0.0	1353.0	8.0	819.0	72.0	171.0	176.0	635.0	105.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;__;__	6918.0	1123.0	13107.0	3922.0	9044.0	5891.0	5147.0	8424.0	5686.0	8058.0	9260.0	7696.0	2259.0	4551.0	6975.0	9765.0	6280.0	7430.0	6752.0	6444.0	5446.0	4850.0	5400.0	9892.0	3228.0	8809.0	4532.0	7594.0	5134.0	9113.0	5486.0	6194.0	8496.0	7643.0	8514.0	11019.0	4983.0	4363.0	2509.0	11415.0	3987.0	5410.0	2940.0	3901.0	2234.0	10622.0	4076.0	5543.0	673.0	3875.0	3040.0	8945.0	2800.0	4109.0	4770.0	2892.0	10279.0	1435.0	4766.0	4908.0	11412.0	11136.0	10417.0	8246.0	4799.0	3408.0	2790.0	9416.0	7393.0	7663.0	4800.0	8423.0	7579.0	8628.0	4858.0	13348.0	4060.0	1157.0	5162.0	4914.0	11554.0	1478.0	4922.0	7527.0	3646.0	3575.0	1574.0	6628.0	3971.0	5178.0	486.0	2932.0	1135.0	5543.0	2444.0	5607.0	1989.0	5478.0	1150.0	3729.0	7995.0	13237.0	7571.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella;D_6__Prevotellamassilia timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Alloprevotella;__	9.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	4.0	0.0	0.0	14.0	0.0	0.0	0.0	18.0	0.0	340.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	46.0	104.0	81.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Paraprevotella;D_6__uncultured organism	0.0	0.0	7.0	0.0	82.0	338.0	11.0	101.0	67.0	8.0	561.0	13.0	6.0	14.0	0.0	0.0	9.0	0.0	0.0	136.0	0.0	13.0	0.0	0.0	20.0	0.0	32.0	0.0	511.0	50.0	135.0	9.0	0.0	64.0	0.0	25.0	182.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	12.0	14.0	0.0	16.0	12.0	14.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	10.0	8.0	13.0	0.0	8.0	0.0	104.0	0.0	0.0	0.0	0.0	18.0	22.0	35.0	150.0	35.0	11.0	11.0	0.0	5.0	91.0	0.0	0.0	0.0	37.0	0.0	14.0	23.0	43.0	0.0	0.0	0.0	32.0	14.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Paraprevotella;__	18.0	0.0	19.0	0.0	104.0	425.0	13.0	164.0	117.0	24.0	901.0	25.0	0.0	31.0	0.0	0.0	12.0	0.0	0.0	186.0	0.0	12.0	19.0	0.0	28.0	0.0	58.0	5.0	787.0	88.0	192.0	0.0	7.0	84.0	0.0	35.0	271.0	0.0	0.0	0.0	0.0	17.0	0.0	5.0	6.0	10.0	17.0	9.0	0.0	11.0	0.0	8.0	0.0	12.0	17.0	0.0	16.0	0.0	30.0	12.0	22.0	0.0	14.0	0.0	8.0	21.0	0.0	10.0	0.0	11.0	9.0	18.0	0.0	13.0	0.0	121.0	0.0	0.0	15.0	0.0	22.0	25.0	68.0	174.0	36.0	8.0	0.0	0.0	0.0	138.0	0.0	7.0	0.0	48.0	0.0	56.0	48.0	41.0	16.0	0.0	0.0	33.0	18.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 2;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 7;__	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotella 9;__	10043.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	4.0	23.0	9.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5207.0	0.0	7.0	32.0	44.0	301.0	199.0	915.0	1282.0	4983.0	394.0	34.0	5581.0	4886.0	3201.0	17.0	1798.0	529.0	0.0	31.0	1273.0	2601.0	1448.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	205.0	0.0	0.0	0.0	633.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	35.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	737.0	12.0	10765.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae NK3B31 group;D_6__uncultured organism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae NK3B31 group;__	10.0	0.0	1411.0	481.0	1805.0	3339.0	1401.0	1980.0	2668.0	4802.0	3793.0	0.0	329.0	317.0	1534.0	1083.0	557.0	2805.0	1682.0	2694.0	224.0	557.0	1699.0	1343.0	2853.0	5171.0	615.0	1342.0	5295.0	3932.0	3351.0	163.0	1013.0	0.0	899.0	1080.0	7027.0	270.0	0.0	0.0	808.0	0.0	1773.0	1694.0	0.0	1568.0	0.0	0.0	0.0	3391.0	0.0	0.0	550.0	0.0	0.0	0.0	1431.0	206.0	698.0	4.0	922.0	445.0	2839.0	2.0	734.0	0.0	225.0	650.0	50.0	4613.0	558.0	1744.0	24.0	1229.0	14.0	3379.0	0.0	0.0	4291.0	0.0	2466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.0	0.0	2483.0	4137.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-001;__	0.0	0.0	0.0	13.0	63.0	252.0	0.0	300.0	19.0	0.0	593.0	0.0	0.0	20.0	15.0	0.0	0.0	100.0	236.0	316.0	32.0	0.0	0.0	36.0	73.0	66.0	3.0	0.0	641.0	0.0	37.0	0.0	60.0	0.0	71.0	8.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	4.0	0.0	46.0	79.0	0.0	59.0	9.0	88.0	0.0	11.0	89.0	0.0	203.0	3.0	13.0	5.0	42.0	5.0	107.0	6.0	0.0	379.0	0.0	0.0	336.0	311.0	1807.0	359.0	345.0	795.0	1139.0	82.0	789.0	0.0	190.0	17.0	1570.0	82.0	1565.0	186.0	1735.0	147.0	0.0	14.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__Prevotellaceae UCG-003;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	81.0	3.0	0.0	61.0	0.0	39.0	61.0	10.0	295.0	0.0	38.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;D_5__uncultured;D_6__uncultured organism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae;__;__	1033.0	37.0	44.0	0.0	0.0	76.0	0.0	41.0	72.0	87.0	117.0	1522.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	59.0	0.0	17.0	992.0	0.0	0.0	51.0	0.0	0.0	86.0	106.0	56.0	0.0	0.0	2878.0	0.0	24.0	74.0	2190.0	341.0	138.0	894.0	1172.0	689.0	598.0	835.0	2412.0	1820.0	1031.0	5.0	1605.0	5508.0	802.0	411.0	661.0	2005.0	2348.0	44.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	3932.0	0.0	0.0	0.0	116.0	0.0	31.0	0.0	32.0	0.0	119.0	285.0	0.0	88.0	0.0	1118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0	1745.0	1108.0	2053.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes finegoldii	0.0	0.0	0.0	14.0	19.0	28.0	35.0	11.0	0.0	0.0	17.0	0.0	12.0	0.0	0.0	18.0	0.0	11.0	0.0	6.0	0.0	23.0	0.0	0.0	19.0	0.0	0.0	0.0	105.0	24.0	52.0	13.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	8.0	0.0	0.0	69.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	11.0	96.0	0.0	0.0	23.0	0.0	0.0	36.0	0.0	0.0	18.0	24.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__Alistipes obesi	13.0	0.0	18.0	27.0	4.0	20.0	10.0	20.0	26.0	26.0	4.0	23.0	0.0	0.0	8.0	23.0	14.0	7.0	17.0	22.0	23.0	14.0	20.0	67.0	2.0	25.0	0.0	16.0	6.0	15.0	4.0	12.0	6.0	26.0	6.0	50.0	14.0	0.0	0.0	0.0	15.0	22.0	55.0	6.0	30.0	0.0	24.0	37.0	0.0	23.0	0.0	23.0	0.0	50.0	8.0	0.0	7.0	0.0	6.0	6.0	165.0	26.0	12.0	9.0	4.0	12.0	4.0	18.0	0.0	17.0	14.0	7.0	8.0	45.0	9.0	0.0	6.0	0.0	10.0	0.0	22.0	11.0	20.0	13.0	5.0	18.0	20.0	25.0	0.0	20.0	4.0	0.0	0.0	3.0	3.0	0.0	0.0	18.0	3.0	25.0	16.0	19.0	60.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;D_6__uncultured bacterium	73.0	0.0	46.0	98.0	25.0	175.0	33.0	51.0	18.0	122.0	50.0	16.0	0.0	17.0	32.0	107.0	56.0	68.0	103.0	87.0	40.0	105.0	63.0	45.0	6.0	22.0	21.0	66.0	0.0	207.0	0.0	51.0	29.0	0.0	81.0	5.0	37.0	120.0	47.0	0.0	22.0	34.0	0.0	186.0	32.0	14.0	20.0	5.0	0.0	84.0	65.0	159.0	0.0	174.0	62.0	84.0	28.0	43.0	79.0	155.0	77.0	20.0	228.0	186.0	7.0	61.0	88.0	41.0	78.0	23.0	57.0	153.0	51.0	85.0	9.0	42.0	35.0	29.0	103.0	81.0	23.0	21.0	45.0	112.0	114.0	81.0	79.0	86.0	20.0	207.0	0.0	29.0	69.0	54.0	0.0	132.0	26.0	106.0	12.0	90.0	50.0	36.0	35.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Alistipes;__	199.0	2.0	513.0	43.0	43.0	257.0	92.0	38.0	45.0	28.0	134.0	174.0	0.0	30.0	142.0	67.0	69.0	121.0	68.0	71.0	37.0	38.0	112.0	40.0	0.0	41.0	39.0	58.0	113.0	624.0	68.0	96.0	33.0	197.0	32.0	141.0	48.0	18.0	56.0	136.0	93.0	149.0	197.0	254.0	156.0	39.0	74.0	64.0	0.0	238.0	59.0	109.0	30.0	275.0	208.0	111.0	60.0	103.0	25.0	290.0	111.0	75.0	58.0	91.0	165.0	49.0	205.0	68.0	62.0	47.0	101.0	66.0	32.0	43.0	76.0	85.0	73.0	85.0	68.0	59.0	132.0	12.0	61.0	99.0	363.0	55.0	45.0	134.0	31.0	96.0	10.0	153.0	69.0	85.0	18.0	100.0	60.0	289.0	41.0	384.0	90.0	182.0	139.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenella;D_6__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenellaceae RC9 gut group;D_6__uncultured organism	0.0	0.0	6.0	7.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	19.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	26.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Tannerellaceae;D_5__Parabacteroides;__	609.0	9.0	505.0	166.0	380.0	396.0	370.0	144.0	318.0	256.0	203.0	345.0	49.0	59.0	151.0	234.0	98.0	184.0	158.0	422.0	37.0	89.0	167.0	158.0	42.0	235.0	59.0	173.0	766.0	216.0	178.0	88.0	104.0	675.0	147.0	369.0	412.0	50.0	167.0	270.0	325.0	644.0	293.0	447.0	218.0	492.0	250.0	275.0	23.0	408.0	171.0	270.0	79.0	512.0	546.0	181.0	224.0	148.0	66.0	382.0	375.0	1216.0	346.0	217.0	105.0	394.0	170.0	257.0	77.0	102.0	613.0	237.0	90.0	304.0	466.0	144.0	89.0	42.0	52.0	256.0	373.0	68.0	231.0	52.0	224.0	99.0	138.0	216.0	16.0	406.0	23.0	129.0	27.0	234.0	82.0	327.0	39.0	256.0	58.0	337.0	274.0	309.0	766.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;__;__;__	5562.0	634.0	2280.0	1353.0	1818.0	1198.0	1837.0	2274.0	2018.0	2009.0	1456.0	2381.0	1233.0	1154.0	1546.0	2520.0	1690.0	1731.0	2068.0	3425.0	975.0	1255.0	1779.0	2055.0	900.0	785.0	1110.0	2224.0	2032.0	2566.0	1595.0	828.0	1553.0	1864.0	2585.0	2123.0	2538.0	2091.0	1366.0	3128.0	2854.0	3317.0	3944.0	4827.0	2439.0	2898.0	2265.0	2336.0	263.0	3822.0	3043.0	3077.0	1404.0	4191.0	3047.0	3452.0	2648.0	772.0	654.0	1781.0	2221.0	1405.0	2072.0	2268.0	512.0	2901.0	2030.0	1167.0	937.0	3181.0	2402.0	1183.0	611.0	1521.0	971.0	2933.0	1876.0	336.0	1970.0	860.0	2773.0	774.0	5996.0	6556.0	2949.0	3017.0	2058.0	6613.0	1867.0	5591.0	378.0	2029.0	1812.0	4760.0	1126.0	4020.0	1950.0	9450.0	1276.0	2678.0	3503.0	3727.0	2752.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured;D_6__gut metagenome	35.0	0.0	22.0	6.0	0.0	7.0	12.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	2.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	9.0	0.0	7.0	6.0	0.0	10.0	36.0	16.0	6.0	7.0	8.0	4.0	0.0	14.0	4.0	7.0	6.0	25.0	8.0	0.0	7.0	0.0	0.0	7.0	97.0	7.0	0.0	7.0	0.0	11.0	0.0	12.0	3.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	5.0	0.0	12.0	0.0	6.0	4.0	6.0	9.0	0.0	28.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	7.0	11.0	9.0	10.0	0.0	23.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;__;__;__;__	1675.0	167.0	20.0	4.0	12.0	15.0	79.0	15.0	77.0	6.0	0.0	898.0	40.0	6.0	17.0	49.0	0.0	121.0	5.0	50.0	21.0	0.0	638.0	7.0	0.0	6.0	0.0	153.0	8.0	175.0	3.0	5.0	2.0	902.0	20.0	13.0	0.0	238.0	1024.0	349.0	854.0	1590.0	716.0	579.0	531.0	1275.0	732.0	1126.0	2.0	1667.0	148.0	998.0	124.0	1650.0	1382.0	579.0	410.0	74.0	4.0	235.0	80.0	119.0	86.0	376.0	101.0	557.0	148.0	286.0	116.0	0.0	134.0	30.0	42.0	214.0	142.0	85.0	404.0	64.0	41.0	48.0	8.0	186.0	167.0	665.0	344.0	288.0	44.0	393.0	215.0	573.0	104.0	477.0	214.0	457.0	348.0	657.0	165.0	745.0	286.0	398.0	327.0	102.0	1066.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria;D_3__Gastranaerophilales;D_4__Clostridium sp. CAG:306;D_5__Clostridium sp. CAG:306;D_6__Clostridium sp. CAG:306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
