OTUID	JF1	JF10	JF101	JF102	JF103	JF104	JF105	JF106	JF107	JF108	JF109	JF11	JF110	JF111	JF112	JF113	JF114	JF115	JF116	JF117	JF118	JF119	JF12	JF120	JF121	JF122	JF123	JF124	JF125	JF126	JF127	JF128	JF129	JF13	JF130	JF131	JF132	JF14	JF15	JF16	JF17	JF18	JF19	JF2	JF20	JF21	JF22	JF23	JF24	JF25	JF26	JF27	JF28	JF29	JF3	JF30	JF301	JF302	JF303	JF304	JF305	JF306	JF307	JF308	JF309	JF31	JF310	JF311	JF312	JF313	JF314	JF315	JF316	JF317	JF318	JF319	JF32	JF320	JF321	JF322	JF4	JF401	JF402	JF403	JF404	JF405	JF406	JF407	JF408	JF409	JF410	JF411	JF412	JF413	JF414	JF415	JF416	JF417	JF418	JF5	JF7	JF8	JF9	taxonomy
08fb02217e8214fbd43bee6d5ff0649d	888.0	549.0	157.0	1734.0	93.0	196.0	47.0	0.0	0.0	0.0	70.0	1795.0	14.0	107.0	0.0	10.0	29.0	516.0	5.0	20.0	0.0	63.0	1036.0	447.0	376.0	694.0	77.0	0.0	0.0	471.0	562.0	409.0	79.0	4412.0	263.0	64.0	383.0	519.0	2941.0	491.0	2984.0	1031.0	7121.0	7950.0	1903.0	1423.0	1618.0	5108.0	3617.0	4850.0	1621.0	2062.0	2482.0	4185.0	4763.0	354.0	1256.0	4118.0	46.0	9940.0	267.0	577.0	275.0	2663.0	0.0	2122.0	6995.0	32.0	8667.0	32.0	3150.0	0.0	3672.0	0.0	1477.0	157.0	1122.0	3220.0	666.0	1134.0	2390.0	56.0	1455.0	32.0	1666.0	1229.0	1016.0	180.0	297.0	63.0	443.0	18.0	236.0	64.0	378.0	145.0	727.0	413.0	378.0	2761.0	2314.0	584.0	1601.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus
e5c1df62a0dd20cc5db79c950c84fab8	29.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	32.0	10.0	0.0	0.0	25.0	0.0	14.0	0.0	14.0	0.0	0.0	46.0	0.0	16.0	35.0	20.0	0.0	0.0	0.0	24.0	0.0	0.0	6266.0	0.0	0.0	21.0	0.0	0.0	0.0	1881.0	12.0	0.0	38.0	10.0	73.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	17.0	0.0	0.0	20335.0	0.0	11081.0	0.0	5267.0	0.0	5620.0	9.0	17.0	8792.0	56.0	9571.0	0.0	1255.0	0.0	11461.0	0.0	6618.0	0.0	0.0	11944.0	0.0	12472.0	35.0	0.0	3146.0	31.0	3171.0	0.0	19.0	36.0	0.0	21.0	862.0	0.0	2034.0	0.0	172.0	23.0	3750.0	0.0	927.0	1310.0	11963.0	0.0	23.0	D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia; D_3__Erysipelotrichales; D_4__Erysipelotrichaceae; D_5__Allobaculum; D_6__uncultured bacterium
043e76555a300f662c0a0cd82f55ff62	385.0	2197.0	507.0	2387.0	2112.0	1808.0	1560.0	1651.0	4558.0	1927.0	1168.0	1169.0	1197.0	2392.0	1926.0	1075.0	2772.0	849.0	1574.0	1098.0	1316.0	1590.0	808.0	1798.0	3121.0	642.0	897.0	1448.0	1886.0	1329.0	164.0	2322.0	855.0	2533.0	1047.0	430.0	2095.0	213.0	701.0	944.0	145.0	441.0	1283.0	2293.0	1909.0	576.0	636.0	772.0	1043.0	302.0	401.0	1219.0	1664.0	25.0	1377.0	577.0	1506.0	749.0	777.0	989.0	3414.0	532.0	2587.0	456.0	63.0	472.0	2094.0	196.0	456.0	531.0	245.0	970.0	197.0	1279.0	310.0	2711.0	2469.0	547.0	1947.0	827.0	1089.0	813.0	1602.0	2799.0	1859.0	2450.0	1841.0	1944.0	2033.0	1619.0	3056.0	167.0	2040.0	732.0	1018.0	1881.0	996.0	968.0	1024.0	2349.0	1460.0	48.0	1691.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus
ee104d82bf9304629b100b0d64ccf64d	0.0	2761.0	910.0	200.0	1893.0	2175.0	362.0	0.0	73.0	1551.0	0.0	0.0	4413.0	0.0	6.0	0.0	0.0	5780.0	1213.0	8849.0	105.0	3502.0	379.0	242.0	0.0	0.0	2327.0	0.0	0.0	0.0	1029.0	338.0	2695.0	0.0	0.0	0.0	0.0	0.0	0.0	2378.0	0.0	3482.0	2330.0	575.0	2165.0	0.0	6722.0	0.0	274.0	4227.0	445.0	0.0	0.0	0.0	2750.0	0.0	1267.0	300.0	0.0	0.0	995.0	1479.0	0.0	0.0	4107.0	0.0	0.0	54.0	866.0	0.0	0.0	0.0	84.0	2689.0	0.0	0.0	15.0	0.0	7.0	168.0	5417.0	606.0	3817.0	2082.0	0.0	0.0	2429.0	4069.0	2310.0	7075.0	2205.0	586.0	0.0	0.0	114.0	0.0	21.0	0.0	447.0	0.0	0.0	0.0	3872.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcus 1
eb12f674a10c2c894ddb9383a47d9c65	10.0	0.0	1411.0	481.0	1805.0	3339.0	1401.0	1980.0	2668.0	4802.0	3793.0	0.0	329.0	317.0	1534.0	1083.0	557.0	2805.0	1682.0	2694.0	224.0	557.0	1699.0	1343.0	2853.0	5171.0	615.0	1342.0	5295.0	3932.0	3351.0	163.0	1013.0	0.0	899.0	1080.0	7027.0	270.0	0.0	0.0	808.0	0.0	1773.0	1694.0	0.0	1568.0	0.0	0.0	0.0	3391.0	0.0	0.0	550.0	0.0	0.0	0.0	1431.0	206.0	698.0	4.0	922.0	445.0	2839.0	2.0	734.0	0.0	225.0	650.0	50.0	4613.0	558.0	1744.0	24.0	1229.0	14.0	3379.0	0.0	0.0	4291.0	0.0	2466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.0	0.0	2483.0	4137.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prevotellaceae; D_5__Prevotellaceae NK3B31 group
706318f712dc8c459f71f4dbae4c75a2	0.0	0.0	3793.0	985.0	2061.0	0.0	0.0	2081.0	1784.0	50.0	2997.0	1705.0	148.0	1687.0	2538.0	3491.0	1521.0	2248.0	2739.0	0.0	1224.0	1117.0	0.0	2891.0	1001.0	2670.0	1324.0	626.0	888.0	2219.0	1346.0	1872.0	2567.0	0.0	1781.0	3819.0	557.0	0.0	0.0	4157.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3728.0	136.0	1751.0	117.0	3383.0	0.0	2878.0	0.0	1681.0	0.0	0.0	3376.0	87.0	2547.0	479.0	2926.0	0.0	3188.0	0.0	4903.0	0.0	0.0	2032.0	0.0	3885.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3995.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
2487db5ac9b1dd5025140eac03450c9e	42.0	186.0	481.0	2294.0	3938.0	2211.0	1097.0	2489.0	1305.0	1945.0	1076.0	719.0	861.0	645.0	1163.0	1082.0	637.0	935.0	1560.0	1450.0	1151.0	1162.0	464.0	1038.0	3015.0	528.0	595.0	2089.0	1012.0	1025.0	0.0	122.0	519.0	619.0	685.0	809.0	970.0	57.0	476.0	569.0	295.0	155.0	147.0	791.0	189.0	157.0	815.0	1314.0	896.0	427.0	534.0	1182.0	474.0	973.0	416.0	426.0	812.0	30.0	357.0	304.0	1023.0	224.0	2018.0	794.0	21.0	97.0	1796.0	392.0	299.0	663.0	41.0	472.0	414.0	1703.0	133.0	2416.0	1612.0	205.0	1685.0	245.0	510.0	649.0	805.0	5206.0	552.0	2067.0	3215.0	1671.0	505.0	2382.0	439.0	194.0	447.0	1613.0	46.0	2012.0	536.0	1215.0	465.0	860.0	345.0	1106.0	964.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus
1d436992a3f71c9a2e524f1f0f99a85a	88.0	26.0	4510.0	722.0	1512.0	112.0	0.0	1136.0	2223.0	340.0	329.0	6.0	634.0	5446.0	3275.0	6486.0	539.0	0.0	35.0	2915.0	3131.0	1613.0	18.0	1558.0	8820.0	6.0	4051.0	4.0	576.0	312.0	1968.0	809.0	61.0	0.0	68.0	2111.0	732.0	19.0	0.0	0.0	7.0	139.0	2.0	2365.0	0.0	22.0	13.0	758.0	57.0	188.0	198.0	4.0	69.0	0.0	0.0	0.0	272.0	4.0	6.0	296.0	74.0	184.0	48.0	6.0	4235.0	31.0	0.0	1190.0	0.0	0.0	2379.0	67.0	6.0	11.0	3590.0	22.0	23.0	0.0	21.0	6.0	17.0	0.0	156.0	5.0	2118.0	13.0	0.0	246.0	4030.0	1032.0	0.0	37.0	850.0	0.0	985.0	689.0	46.0	140.0	67.0	41.0	6.0	56.0	539.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Akkermansiaceae; D_5__Akkermansia
716f890733a782920fbc882f4e940c44	2103.0	79.0	1666.0	895.0	1377.0	2510.0	2055.0	702.0	663.0	2815.0	1281.0	200.0	166.0	416.0	1074.0	1902.0	572.0	868.0	148.0	621.0	296.0	709.0	519.0	1629.0	295.0	129.0	119.0	777.0	0.0	1364.0	744.0	1490.0	430.0	2837.0	1104.0	1883.0	1258.0	1316.0	1269.0	661.0	637.0	1374.0	299.0	745.0	318.0	5813.0	1374.0	989.0	154.0	872.0	456.0	2395.0	668.0	983.0	1163.0	662.0	0.0	0.0	0.0	0.0	1726.0	43.0	419.0	183.0	552.0	727.0	12.0	1801.0	88.0	0.0	145.0	809.0	0.0	0.0	0.0	1814.0	394.0	0.0	0.0	0.0	1568.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1479.0	2404.0	559.0	4713.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
aec70b1c568723f42ad8046aa6bb5f65	750.0	269.0	2100.0	278.0	754.0	1532.0	1012.0	379.0	495.0	17.0	0.0	696.0	141.0	355.0	337.0	816.0	475.0	856.0	107.0	151.0	306.0	365.0	465.0	182.0	442.0	1088.0	567.0	494.0	611.0	0.0	975.0	651.0	1611.0	763.0	380.0	1125.0	618.0	383.0	210.0	522.0	307.0	723.0	435.0	266.0	400.0	185.0	272.0	1088.0	113.0	290.0	146.0	382.0	206.0	203.0	586.0	239.0	1162.0	87.0	220.0	1280.0	608.0	444.0	620.0	631.0	728.0	717.0	398.0	460.0	753.0	920.0	214.0	256.0	1834.0	607.0	494.0	163.0	598.0	64.0	518.0	187.0	679.0	783.0	257.0	3605.0	638.0	1403.0	251.0	2216.0	1189.0	1513.0	186.0	553.0	122.0	1551.0	107.0	1428.0	363.0	1311.0	100.0	430.0	568.0	192.0	457.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
9e313eeceb9716b4973d5a3633e30cd8	1057.0	0.0	109.0	56.0	1250.0	667.0	356.0	61.0	801.0	1121.0	138.0	2587.0	74.0	35.0	79.0	138.0	44.0	114.0	93.0	742.0	39.0	33.0	1083.0	307.0	190.0	715.0	72.0	378.0	4034.0	147.0	1613.0	43.0	9.0	986.0	102.0	273.0	3400.0	47.0	225.0	514.0	252.0	1215.0	1138.0	301.0	374.0	1606.0	834.0	327.0	44.0	498.0	393.0	584.0	214.0	493.0	1290.0	156.0	141.0	142.0	57.0	316.0	212.0	2466.0	34.0	774.0	216.0	3030.0	215.0	379.0	107.0	121.0	1194.0	68.0	215.0	169.0	571.0	237.0	275.0	142.0	128.0	334.0	557.0	524.0	271.0	952.0	1315.0	341.0	1353.0	358.0	26.0	595.0	139.0	122.0	21.0	501.0	181.0	3095.0	860.0	219.0	167.0	104.0	299.0	398.0	376.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides
a4d9c20df69a6f80c4d52586e8a72b6b	0.0	0.0	0.0	0.0	99.0	2115.0	762.0	2290.0	0.0	5486.0	0.0	0.0	464.0	0.0	1243.0	2413.0	1604.0	296.0	1611.0	4150.0	928.0	928.0	0.0	2321.0	0.0	0.0	1164.0	835.0	1034.0	3762.0	741.0	786.0	0.0	0.0	4999.0	153.0	882.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1770.0	324.0	233.0	18.0	0.0	10.0	1072.0	0.0	2555.0	0.0	1347.0	387.0	0.0	1504.0	1949.0	0.0	0.0	1419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae
a0a32d2ef06427fcb13d2c2c9a96bc5b	8478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4426.0	0.0	7.0	32.0	44.0	301.0	199.0	753.0	1092.0	4238.0	394.0	34.0	4724.0	4188.0	2675.0	17.0	1548.0	452.0	0.0	31.0	1048.0	2162.0	1213.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	205.0	0.0	0.0	0.0	555.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	35.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	651.0	12.0	9023.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prevotellaceae; D_5__Prevotella 9
2f5cb496f377109575551afd07e980c4	0.0	0.0	324.0	514.0	1669.0	745.0	381.0	407.0	837.0	918.0	686.0	999.0	490.0	332.0	346.0	183.0	1651.0	291.0	1034.0	2211.0	1115.0	727.0	1892.0	892.0	394.0	973.0	681.0	890.0	1261.0	687.0	956.0	0.0	906.0	0.0	2569.0	28.0	1549.0	0.0	0.0	0.0	43.0	43.0	26.0	0.0	35.0	52.0	0.0	48.0	0.0	0.0	0.0	30.0	969.0	0.0	0.0	0.0	0.0	0.0	608.0	0.0	1103.0	3869.0	1037.0	0.0	0.0	0.0	0.0	0.0	247.0	640.0	1651.0	455.0	0.0	1226.0	2002.0	0.0	1637.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3150.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
1c83b81d642d44205499dc558cdf88d0	0.0	0.0	1916.0	448.0	893.0	0.0	0.0	1052.0	887.0	20.0	1401.0	882.0	91.0	825.0	1198.0	1605.0	723.0	1079.0	1267.0	0.0	606.0	551.0	0.0	1418.0	448.0	1292.0	627.0	322.0	407.0	982.0	613.0	915.0	1235.0	0.0	813.0	1726.0	248.0	0.0	0.0	1982.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1666.0	51.0	764.0	54.0	1522.0	0.0	1330.0	0.0	841.0	0.0	0.0	1536.0	25.0	1162.0	222.0	1282.0	0.0	1404.0	0.0	2268.0	0.0	0.0	974.0	0.0	2001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1758.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
28f2646564b34d60bf0aac2d07498e54	0.0	0.0	1768.0	408.0	936.0	0.0	0.0	1042.0	865.0	0.0	1428.0	784.0	58.0	731.0	1065.0	1424.0	703.0	1142.0	1278.0	0.0	573.0	615.0	0.0	1311.0	468.0	1288.0	578.0	324.0	442.0	994.0	598.0	834.0	1180.0	0.0	779.0	1675.0	269.0	0.0	0.0	1818.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1520.0	71.0	772.0	38.0	1521.0	0.0	1180.0	0.0	791.0	0.0	0.0	1325.0	0.0	1075.0	227.0	1355.0	0.0	1429.0	0.0	2167.0	0.0	0.0	842.0	0.0	1955.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1709.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
3d40ac08e7e51c93bc2285b717d2913d	1099.0	72.0	0.0	314.0	201.0	0.0	614.0	410.0	240.0	6.0	364.0	33.0	159.0	350.0	360.0	528.0	261.0	397.0	446.0	620.0	262.0	379.0	339.0	587.0	127.0	50.0	64.0	363.0	477.0	0.0	254.0	0.0	328.0	546.0	432.0	443.0	253.0	453.0	318.0	281.0	833.0	464.0	868.0	1130.0	718.0	626.0	433.0	312.0	25.0	571.0	226.0	734.0	253.0	628.0	886.0	385.0	647.0	239.0	161.0	96.0	584.0	143.0	870.0	660.0	0.0	647.0	59.0	409.0	295.0	617.0	490.0	380.0	249.0	182.0	0.0	582.0	215.0	10.0	56.0	0.0	380.0	112.0	907.0	676.0	288.0	156.0	276.0	1138.0	205.0	820.0	18.0	362.0	297.0	906.0	192.0	1361.0	232.0	1308.0	176.0	371.0	617.0	787.0	761.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales
680102b5fa7a1861834d6d674d88efa0	1011.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1487.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	992.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2808.0	0.0	0.0	0.0	2190.0	341.0	138.0	859.0	1141.0	644.0	550.0	835.0	2290.0	1820.0	1031.0	5.0	1510.0	5400.0	775.0	411.0	661.0	1937.0	2305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	0.0	0.0	0.0	1022.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	427.0	1682.0	1041.0	1904.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prevotellaceae
2cdbd212233cb5d670e911b4364c4ef2	0.0	0.0	18.0	0.0	17.0	814.0	732.0	64.0	0.0	55.0	82.0	12.0	0.0	19.0	28.0	0.0	767.0	0.0	153.0	0.0	0.0	661.0	0.0	429.0	0.0	0.0	0.0	15.0	0.0	12.0	0.0	55.0	82.0	36.0	17.0	8.0	148.0	314.0	549.0	0.0	859.0	0.0	75.0	75.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	5.0	18.0	12.0	0.0	27.0	31.0	2560.0	0.0	1833.0	512.0	8327.0	663.0	7014.0	0.0	0.0	28.0	11.0	1328.0	0.0	5.0	419.0	5127.0	0.0	48.0	0.0	0.0	5583.0	0.0	1249.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	38.0	21.0	D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia; D_3__Erysipelotrichales; D_4__Erysipelotrichaceae; D_5__Allobaculum; D_6__uncultured Allobaculum sp.
68b2f1c2db33f5352ac43ce3fc0da48c	636.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0	1200.0	0.0	3330.0	0.0	3148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7490.0	0.0	16.0	763.0	0.0	0.0	0.0	0.0	0.0	1184.0	663.0	0.0	0.0	2794.0	1645.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1085.0	2483.0	540.0	0.0	0.0	0.0	0.0	0.0	868.0	0.0	0.0	0.0	1218.0	0.0	978.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2034.0	0.0	3996.0	0.0	0.0	0.0	0.0	208.0	3019.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcus 1
201af8ac0e88fbebe59360c6f73c9c02	1595.0	81.0	0.0	0.0	58.0	0.0	202.0	0.0	0.0	0.0	0.0	322.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	19.0	0.0	236.0	0.0	0.0	0.0	56.0	137.0	106.0	0.0	35.0	0.0	34.0	1079.0	28.0	44.0	0.0	326.0	246.0	456.0	619.0	892.0	748.0	842.0	580.0	1209.0	564.0	783.0	121.0	768.0	214.0	618.0	129.0	1062.0	1083.0	394.0	194.0	87.0	27.0	830.0	99.0	425.0	294.0	369.0	0.0	560.0	360.0	97.0	601.0	107.0	274.0	0.0	475.0	24.0	225.0	58.0	400.0	22.0	279.0	0.0	228.0	212.0	1205.0	1548.0	1428.0	875.0	402.0	1539.0	182.0	1822.0	114.0	571.0	262.0	535.0	455.0	1069.0	566.0	1257.0	288.0	548.0	1580.0	63.0	573.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae
b0519c140da541a5a98701f59257c688	454.0	261.0	515.0	0.0	137.0	179.0	336.0	0.0	101.0	179.0	134.0	220.0	121.0	130.0	0.0	225.0	121.0	282.0	0.0	347.0	87.0	0.0	540.0	232.0	93.0	79.0	114.0	155.0	116.0	104.0	89.0	0.0	219.0	183.0	409.0	256.0	97.0	427.0	504.0	373.0	730.0	786.0	840.0	854.0	399.0	707.0	338.0	678.0	128.0	901.0	255.0	592.0	418.0	801.0	611.0	384.0	0.0	169.0	82.0	914.0	0.0	161.0	250.0	620.0	194.0	549.0	637.0	0.0	200.0	182.0	473.0	0.0	133.0	479.0	183.0	93.0	525.0	89.0	18.0	319.0	0.0	185.0	765.0	887.0	1019.0	815.0	330.0	895.0	1169.0	1029.0	168.0	572.0	659.0	649.0	438.0	834.0	680.0	971.0	511.0	877.0	609.0	859.0	299.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales
bc2150e35b6d62152aad675c7cef3d13	301.0	15.0	36.0	194.0	316.0	194.0	94.0	77.0	55.0	303.0	30.0	358.0	109.0	29.0	60.0	107.0	63.0	335.0	113.0	940.0	42.0	250.0	280.0	289.0	38.0	692.0	298.0	82.0	243.0	50.0	343.0	35.0	171.0	831.0	56.0	172.0	479.0	30.0	52.0	313.0	397.0	180.0	564.0	36.0	68.0	605.0	158.0	268.0	5.0	83.0	43.0	332.0	61.0	218.0	236.0	99.0	51.0	875.0	61.0	2519.0	171.0	2242.0	16.0	1871.0	35.0	88.0	952.0	256.0	3108.0	61.0	1108.0	92.0	2527.0	60.0	981.0	0.0	87.0	291.0	18.0	2026.0	393.0	12.0	1068.0	99.0	502.0	140.0	21.0	60.0	150.0	252.0	317.0	107.0	200.0	0.0	232.0	0.0	9.0	335.0	252.0	672.0	1323.0	82.0	1026.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Parasutterella
c2a76da322e6aa51eeeeb99e59964f08	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	890.0	0.0	0.0	0.0	0.0	0.0	0.0	308.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6746.0	0.0	3387.0	0.0	1434.0	0.0	1678.0	0.0	0.0	2470.0	0.0	2356.0	0.0	380.0	0.0	3448.0	0.0	1460.0	0.0	0.0	3973.0	0.0	3478.0	0.0	0.0	1007.0	0.0	1010.0	0.0	0.0	0.0	0.0	0.0	271.0	0.0	642.0	0.0	42.0	0.0	1222.0	0.0	300.0	224.0	1748.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia; D_3__Erysipelotrichales; D_4__Erysipelotrichaceae; D_5__Allobaculum; D_6__uncultured bacterium
cba021fa701b6beb564f6a1d8e536018	0.0	48.0	0.0	0.0	0.0	782.0	72.0	190.0	0.0	0.0	0.0	74.0	445.0	0.0	467.0	1418.0	3565.0	140.0	1030.0	830.0	0.0	1241.0	283.0	3523.0	214.0	0.0	721.0	0.0	0.0	13.0	15.0	0.0	2401.0	0.0	0.0	683.0	0.0	0.0	175.0	10.0	34.0	0.0	0.0	1540.0	89.0	16.0	34.0	570.0	0.0	1422.0	430.0	549.0	0.0	2027.0	66.0	85.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0	0.0	635.0	0.0	24.0	39.0	50.0	0.0	0.0	0.0	544.0	725.0	8.0	15.0	55.0	13.0	0.0	2081.0	40.0	15.0	1546.0	129.0	1185.0	0.0	0.0	0.0	0.0	14.0	2165.0	0.0	0.0	0.0	206.0	0.0	1510.0	30.0	1595.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae
