"","JF1","JF10","JF101","JF102","JF103","JF104","JF105","JF106","JF107","JF108","JF109","JF11","JF110","JF111","JF112","JF113","JF114","JF115","JF116","JF117","JF118","JF119","JF12","JF120","JF121","JF122","JF123","JF124","JF125","JF126","JF127","JF128","JF129","JF13","JF130","JF131","JF132","JF14","JF15","JF16","JF17","JF18","JF19","JF2","JF20","JF21","JF22","JF23","JF24","JF25","JF26","JF27","JF28","JF29","JF3","JF30","JF301","JF302","JF303","JF304","JF305","JF306","JF307","JF308","JF309","JF31","JF310","JF311","JF312","JF313","JF314","JF315","JF316","JF317","JF318","JF319","JF32","JF320","JF321","JF322","JF4","JF401","JF402","JF403","JF404","JF405","JF406","JF407","JF408","JF409","JF410","JF411","JF412","JF413","JF414","JF415","JF416","JF417","JF418","JF5","JF7","JF8","JF9"
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae",0,375.703773395101,3.42604853164761,81.260488751384,539.823898133573,11.2337379653182,0,0,0,46.3298593215353,0,24.3361454785961,38.6540238159614,135.689228812661,3.89765615288408,4.18932136997758,0,56.283643803416,40.8360381321374,3.20271612854541,0,9.82260683721652,91.9555537900095,7.72106739328505,0,2.64727400296159,374.350302229547,0,294.142425932853,27.5997512838551,23.6960581607688,0,0,0,1.94954126112079,0,11.118569027209,105.96546471631,50.3686978676371,15.5663822185333,272.759279307767,222.493226970763,606.430500542549,209.398705276223,469.498147954339,389.73225471589,89.8781460171671,37.941381118978,41.6465660968476,571.39229562998,57.4611688844733,286.642136613231,13.4103480150026,195.601048950018,36.532770259827,365.194041219404,0,148.439836911364,18.9678663492973,130.959181105239,111.00591343617,120.714223168538,115.228144120343,301.40799383906,52.282168886469,35.2693354378839,333.523888720806,7.45046623343581,108.081450725401,3.58023428391796,172.862300794421,0,73.7573041449929,87.5599862208364,175.379251272147,0,885.230037212624,365.9071089806,3.78539020354965,169.184888231875,145.828783025003,89.0835078407809,1271.41417742119,376.15794685465,275.947472563753,114.21716007074,2689.78335633389,209.805021652297,548.172325461571,595.186217488432,970.817808769087,90.2834465676629,452.237703044274,477.348502044266,296.457177855506,487.834142587962,814.436480303981,108.136240885589,350.748956380833,360.644297206827,297.580338295452,481.632787571667,223.562628535951
"D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae",12.1403519149375,8.90293301884125,5.13907279747142,0,11.5302191834355,7.77720320675872,0,40.4384681705915,17.4448342098459,14.1345333523328,0,16.4857759693715,0,5.26948461408393,2.92324211466306,6.70291419196413,0,16.4969300803116,0,20.0169758034088,0,0,0,0,23.6173586442867,138.981885155484,135.465284464389,0,72.616411402173,7.12251646034971,12.4122209413551,0,0,2166.25749398269,7.79816504448315,11.1107851694223,108.619866650426,0,13.1918018224764,8.56151022019333,267.612877811394,0,65.1075690766541,13.7975891073481,8.30970173370512,110.872106945038,22.9476117490639,5.55239723692361,19.5983840455753,10.7375733406976,0,42.5405291086774,0,23.6780217150022,15.5264273604265,0,9.1583145642513,456.848818455363,0,596.85638903721,0,841.962726376782,3.74725671936074,1672.32822388124,0,0,349.298667241385,0,921.871197363711,0,264.563643289023,11.3215208096176,754.92770124875,6.0805545986692,298.79427994514,0,0,1158.40394154997,6.62443285621188,1502.03169064397,24.0542322515469,18.7544227033223,619.345512667199,9.30700074691919,507.659090747057,6.46512226815507,448.94411959974,10.759231879605,26.9769845207466,28.7492037168042,2672.60432061137,0,1611.35772346237,9.00657551026916,54.0598383148275,92.5816620969854,66.6357120248712,9.36613110032658,745.34153230927,146.511745740274,412.449432611572,0,54.262773916493
"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae",247.142878268371,3.5611732075365,499.34657348764,243.781466254152,95.3863586993304,419.968973164971,201.392727977068,131.151788661378,110.899303191163,138.204326111698,228.812306936764,167.212870546483,15.4616095263845,61.9164442154862,177.343354956226,180.140818909036,180.632307943193,200.874383919088,202.030925495838,148.926299977361,143.008226885713,252.581318671282,158.684362734972,146.700280472416,26.5695284748225,116.48005613031,87.3969577189605,148.916525015134,208.657283396117,791.489641656362,139.91958152073,294.429648272466,85.150306128437,155.981731081091,115.997705036687,197.973990291525,130.00173016429,155.566320540966,123.523235246824,105.851399086027,133.806438905697,164.068746507217,270.661465732948,361.98380834572,234.74907397717,47.8765916353572,112.825757766231,161.944919410272,0,284.545693528487,182.697049786531,294.745094538693,33.5258700375065,513.710123295048,253.902753305798,266.714749205183,103.48895457604,109.528423352074,260.808162302838,357.955095020986,325.856068473918,164.748342311778,279.170625592375,213.902447240623,228.450346656093,113.233129563733,242.631117245091,202.404332675006,127.154647912236,83.2404471010925,220.294029670939,283.03802024044,91.9796969337558,210.387189113954,150.696245537549,98.6755871616886,116.262931154653,103.251015900466,171.288906710621,144.426124100381,133.049972141369,114.870839057849,100.563833242354,173.730680609158,342.652332343795,165.93813821598,186.305340698451,164.750738156452,55.0330484223231,289.82305368562,31.9798807594523,342.324734902389,192.027086215722,127.893372245822,36.6211807939154,206.528323139429,127.348249647532,386.565774504388,102.30177894441,511.254273597179,120.265628948421,167.616696996307,169.299854619458
"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae",65.0375995443082,126.421648867546,453.951430443309,128.984902779975,122.639604041996,36.2936149648741,176.514802756371,17.4869051548504,176.940461271294,54.1823778506091,80.3633468265707,95.7745080125395,97.9235270004354,100.120207667595,132.520309198059,54.4611778097086,118.255683617486,42.6979366784535,140.776868297632,48.8414209603175,151.588720498856,145.935873010074,179.028511803558,166.968082379789,55.1071701700022,66.1818500740398,96.1366534908565,143.598077693165,34.0102179984861,48.9673006649043,245.987651383219,890.996527232907,76.384833438745,41.2687091201093,314.850913671007,182.822919605949,67.5666887038086,162.330073607964,97.1396316018715,177.45675729128,64.8446588542993,492.206239521652,65.1075690766541,232.935769047582,222.284521376612,129.350791435877,67.8866847576475,75.882762237956,173.935658404481,87.4345257742519,85.4550716743449,126.608717585349,224.623329251293,47.3560434300044,94.9852026755503,25.9875909481973,174.007976720775,103.04318775886,85.3553985718378,22.2233761875557,433.281145992792,68.3288055670968,51.5247798912102,125.648989987499,80.6963911073761,63.1135476256871,48.0755154912874,360.105867949397,32.6969094631464,92.1910328108874,251.915182255284,269.452195268899,34.7093195976437,107.017760936578,48.0669059042182,259.509024503968,107.084278695076,76.0796959266595,69.083371214781,19.600688270766,15.0338951572168,161.756895816155,205.91642044863,76.0071727665067,450.082264410599,106.674517424559,75.0396511146539,140.54246642734,133.805843222903,104.895743291042,54.8226527304896,332.920209218257,723.580324870838,129.694687347876,226.702547771857,121.068327357596,5.92317440221077,237.559143362829,206.430375369969,169.0520143157,85.573620597915,110.329977769721,51.3687593076134
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptococcaceae",33.8195517630402,17.8058660376825,3.42604853164761,239.911919170753,297.689295281427,61.3534919644299,4.73865242298983,8.74345257742519,61.0569197344606,127.210800170995,87.0602923954516,107.550062276376,153.327627803313,51.3774749873183,167.599214574016,38.5417566037938,85.767858447847,14.5561147767455,222.448944561907,40.8346306389539,0,112.258363853903,114.741000746826,34.7448032697827,20.6651888137508,41.0327470459047,4.36984788594802,41.4838891113589,135.121676912904,311.6100951403,74.4733256481305,0,0,4.89628752272484,5.84862378336237,11.1107851694223,62.4350414604813,39.455226224158,26.3836036449528,87.9500595347133,96.7523481318116,466.59550835955,106.032326781979,202.905722166883,238.903924844022,47.0366514312281,178.80014154479,19.4333903292326,169.036062393087,258.468729701078,125.235880902057,29.373222479801,20.1155220225039,343.846054470032,79.4587753151238,324.161002880145,12.8216403899518,93.6756252353268,18.9678663492973,15.8738401339683,75.1975542632118,40.2380743895126,133.027613537306,16.4540344031249,5.68284444418142,95.5984618447907,176.527283444571,12.417443722393,12.7154647912236,138.734078501821,104.34980352834,98.4972310436731,34.7093195976437,17.0255528762737,44.1695892092816,80.8052052347686,155.017241539538,39.8512692949169,357.719374235442,3.09484551643674,298.422818870754,53.9189652720516,168.404514397911,62.0466716461279,74.4285803861522,99.1318747783777,38.8136126455107,170.802806088729,4.31631752331946,141.415002066442,4.56855439420747,33.8562924628736,20.8725093712742,45.0328775513458,68.0107643315572,124.629160515173,38.50063361437,188.174088470198,122.396771237061,111.676785214614,96.3666898625169,70.0171012769383,112.866569746306
"D_0__Bacteria;D_1__Firmicutes;__;__;__",21.6791998481027,83.6875703771077,11.9911698607666,428.229877229516,0,8.64133689639858,0,2.1858631443563,3.73817875925269,0,51.3432493614202,15.7007390184491,0,26.3474230704196,34.1044913377357,20.1087425758924,0,11.6448918213964,93.4930346709462,20.8176548355451,32.8918921837139,40.6936568970399,13.0202554038951,20.2678019073732,12.7927359323219,19.8545550222119,846.293873911934,127.642735727258,0,8.90314557543714,13.5406046632965,0,0,0,55.5619259419425,4.04028551615357,0,77.7831602704829,67.1582638235161,7.78319110926667,282.022802001238,8.80368883697263,6.51075690766541,139.599136850816,58.1679121359359,19.3186246949687,21.0353107699753,20.3587898687199,0,114.278459125996,11.7869064378407,323.105447277811,18.9979930212537,132.802817445012,0,24.6198230035553,34.8015953441549,5.04407212805606,0,0,3.5808359172958,9.11050740894624,0,5.23537458281246,28.4142222209071,61.2572668131668,79.6250725324448,3.7252331167179,0,1.79011714195898,51.6478825544307,164.162051739455,0,12.1611091973384,0,5.43881189080173,119.322481974513,0,0,4.12646068858232,0,4.68860567583057,36.7137803900659,16.2872513071086,138.324814491245,9.69768340223261,122.90977337745,12.7765878570309,420.840958523647,211.345497593804,185.026452965402,67.7125849257472,502.331725535332,31.5230142859421,0,1291.69222791083,17.7695232066323,408.703902559705,78.5531516894574,171.101129640739,35.4629418694062,207.92957348909,99.1200003541273
"D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae",34.6867197569644,178.058660376825,94.2163346203094,59.3330552787883,80.7115342840488,32.8370802063146,71.0797863448474,41.5313997427697,44.8581451110323,64.390651938405,324.801860090723,9.42044341106946,57.981035723942,115.928661509846,47.74628787283,91.3272058655113,152.043021793911,131.00503299071,38.6867729672881,65.6556806351808,134.42773327257,5.61291819269516,16.2753192548689,96.5133424160631,269.631511188939,530.778437593799,26.2190873156881,164.871866981042,51.4749245382492,42.7350987620983,88.013930311427,248.184153779408,121.464407271447,0,83.8302742281939,50.5035689519197,124.870082920963,140.911522229136,29.9813677783554,32.68940265892,7.20496209492214,24.8103958132865,0,4.8697373320052,8.30970173370512,16.7988040825815,36.3337186026846,0,0,11.5045428650331,7.36681652365042,2.02573948136559,55.8764500625108,18.5306256900017,13.6997888474351,0,23.8116178670534,69.175846327626,26.0808162302838,106.354728897588,6.26646285526765,205.745625652036,18.7362835968037,133.876007189061,36.3702044427611,0,212.583920063036,26.0766318170253,107.173203240313,11.6357614227334,192.889030764507,4.52860832384704,10.4127958792931,47.4283258696197,119.517711978056,17.87038192692,50.9925136643217,253.598986422198,48.263725095258,34.0433006808042,9.77203185219093,21.0987255412376,5.58687962457524,52.7396708992087,15.4474412122203,17.2403260484135,54.3390577037149,19.5011077817841,138.122160746223,10.1010715761744,84.5182562928381,26.3326719155684,59.8345268643193,27.0197265308075,69.7546300836484,22.2552072348523,39.9814272149227,16.177862809655,23.7486272549522,17.4174802628297,0,16.9738427338032,7.95854017441898
"D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Atopobiaceae",9.5388479331652,0,18.8432669240619,5.15939611119898,2.09640348789737,0,23.6932621149491,4.3717262887126,0,6.28201482325902,0,87.9241385033149,100.5004619215,0,6.82089826754714,0,3.89853902035668,4.85203825891517,0,16.013580642727,11.440658150857,18.2419841262593,2.44129788823034,18.337535059052,0,0,87.3969577189605,0,0,1.78062911508743,0,32.3718461451402,15.0265246109007,74.1437824869761,2.92431189168118,0,14.5396671894272,4.50916871133234,28.7821130672212,14.00974399668,100.86946932891,46.4194502313103,47.4355146129908,5.68136022067273,2.07742543342628,736.627559021197,0,76.8081617774433,472.811015099505,3.06787809734217,2.94672660946017,165.097767731296,7.82270300875151,61.7687523000057,21.0063428994005,5.47107177856785,0,192.39532259871,0,198.423001674604,3.5808359172958,224.725849420674,0,243.818873428123,9.09255111069026,22.2753697502425,42.0660760548765,3.7252331167179,199.814446719228,0,48.4857672959962,0,247.303902133211,8.51277643813687,142.901612147676,0,10.1985027328643,422.061170259801,5.67808530532447,215.607570978426,0,0,125.305728722616,0,58.2789827551946,0,43.9887609982454,4.03471195485187,22.6606669974271,18.6481321406297,221.574888119062,5.64271541047893,480.067715539306,0,54.0598383148275,2.67062486818227,25.1734912093958,0,96.8213265009591,143.438072752715,328.417679051458,0,92.6084674841481
"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;__",101.458655289121,0,293.783661588783,23.2172825003954,93.289955211433,100.239507998224,244.040599783976,159.56800953801,43.6120855246147,140.560081670421,0,0,0,0,0,0,0,0,78.4481785170009,0,0,26.661361415302,13.8340213666386,0,0,0,26.2190873156881,0,78.131581888414,193.198258986986,332.873197972705,386.920637258581,235.415552237444,0,168.635319086948,224.235846146523,31.6451580005179,63.1283619586528,0,38.9159555463333,0,4.00167674407847,0,38.146275767374,0,0,6.69305342681032,52.7477737507743,0,19.1742381083886,0,3.03860922204838,49.1712760550095,0,0,54.7107177856785,271.086111101839,0,78.2424486908513,0,56.3981656974088,0,52.4615940710504,0,78.4232533297035,120.658252813813,0,254.557596309057,0,76.0799785332566,0,90.5721664769408,0,111.882204615513,0,139.85516290633,5.09925136643217,0,89.9030173343041,0,211.977921716757,131.280958923256,0,33.3500860097937,0,234.899442409634,19.4068063227553,221.909157516853,45.3213339948543,189.589343429736,0,116.616118483231,0,123.390084490688,0,145.994159460631,0,56.1967866019595,0,0,0,42.4346068345081,0
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1",0,0,4.28256066455952,0,3.14460523184606,0,0,17.4869051548504,9.96847669134051,3.14100741162951,4.46463037925393,21.1959976749063,18.0385444474486,0,5.84648422932612,16.7572854799103,0,0,7.52242807697268,42.4359887032266,2.86016453771425,0,18.7166171430993,0,21.6492454239294,37.0618360414623,50.9815586693936,2.12737892878763,5.51517048624099,0,5.64191860970686,0,0,35.6729519512809,10.7224769361643,0,27.3687852977452,5.63646088916542,26.3836036449528,0,259.378635417197,5.60234744170986,24.1828113713287,0,0,1.67988040825815,0,18.5079907897454,34.2971720797568,11.5045428650331,2.94672660946017,398.057808088338,0,31.913855355003,0,0,0,258.688841996018,0,56.3521324755876,1.7904179586479,46.3117459954767,4.68407089920093,88.2534572531243,2.27313777767257,0,455.215037308128,0,33.6051569482338,0,107.511918786774,0,29.5029216579971,6.0805545986692,71.4508060738378,0,8.15880218629147,221.899113119423,85.171279579867,63.960140673026,0,0,42.3006600146411,70.5780889974705,346.865270856219,16.1628056703877,417.893229483331,6.05206793227781,147.833875173691,0,360.91579714239,0,311.696139944361,18.0131510205383,52.3159725627363,410.386021410676,99.2131712370304,0,476.799362580195,377.037219807138,42.4013435395075,217.830981750475,50.6452556553935
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae",49.4285756536742,0,58.2428250380094,34.8259237505931,16.771227903179,39.7501497234335,26.0625883264441,36.0667418818789,38.6278471789445,146.056844640772,257.832404401914,33.7565888896656,32.2116865133011,43.4732480661924,93.543747669218,113.94954126339,12.9951300678556,619.120081837576,270.807410771017,89.6760515992714,44.3325503345709,78.5808546977322,65.9150429822192,52.1172049046741,18.6970755933936,11.9127330133272,45.1550948214629,110.623704296957,3.67678032416066,81.9089392940217,46.2637325995962,33.9133626282422,96.4201995866125,0,216.399079984408,51.5136403309581,9.40801994609993,37.2006418684918,29.9813677783554,72.38367731618,80.2838633434181,168.870758600111,38.134433316326,31.6532926580338,49.8582104022307,30.2378473486466,60.2374808412929,77.7335613169305,39.1967680911506,29.1448419247506,41.2541725324424,46.5920080714086,6.70517400750129,13.3832296650012,43.8393243117924,53.3429498410365,24.7274493234785,7.20581732579437,14.225899761973,0,3.5808359172958,28.8499401283298,27.1676112153654,9.72283851093742,42.0530488869425,53.832143563086,153.240705628479,48.4280305173327,7.2659798806992,9.84564428077438,170.754223955465,14.7179770525029,0,34.0511057525475,0,20.9782744359495,65.2704174903318,3.62284266317426,58.6735481550195,0,118.767771742013,30.4759368928987,84.6013200292823,33.3500860097937,64.5983905238302,66.8062634376024,69.8645027619192,22.8633677441606,12.9489525699584,138.306980043004,0,75.2362054730525,5.56600249900645,61.2447134698303,24.4141205292769,84.5697874924386,11.8463488044215,77.4834481936108,45.6704370287543,71.7190363763577,13.1058698213023,83.4547267745325,8.68204382663888
"D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mollicutes RF39;D_4__uncultured Mollicutes bacterium",0,0,0,190.897656114362,0,92.4623047914648,0,124.594199228309,0,0,0,0,0,0,76.9787090194606,0,100.062501522488,134.886663597842,428.778400387443,0,0,844.744188000621,853.640494917876,0,0,0,0,0,0,6.232201902806,159.102104793733,15.4151648310192,0,0,0,0,11.118569027209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.19860059151,71.0515121953119,334.151253317867,0,143.475366544311,0,0,864.626579566186,37.9453831012144,66.7969727767438,0,65.6699896656273,0,0,0,0,0,35.0749158529497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII",47.694239665826,14.244692830146,125.050771405138,36.1157727783929,51.3618854534856,57.0328235162306,86.4804067195644,25.1374261600974,31.1514896604391,40.8330963511836,74.7825588525033,50.2423648590371,21.9039468290448,31.6169076845036,127.648239006954,56.9747706316951,31.1883121628535,61.1356820623312,55.8808942860828,50.4427790245902,20.0211517639998,63.1453296678205,45.570893913633,42.4658706630677,20.6651888137508,25.1491030281351,34.9587830875842,123.387977869683,27.5758524312049,44.5157278771857,73.3449419261892,67.8267252564843,45.079573832702,18.1862107986922,43.8646783752177,73.7352106698027,63.2903160010359,57.4919010694873,0,116.747866639,37.0540907738853,220.892556273132,15.8118382043303,91.7133864194312,74.7873156033461,31.0777875527757,41.1144710504062,35.1651825005162,31.8473740740599,55.2218057521591,78.0882551506945,64.8236634036989,60.3465660675117,41.1791682000038,51.1458783637579,69.7561651767401,36.6332582570052,32.4261779660747,30.8227828176081,6.34953605358734,80.5688081391555,39.478865438767,45.9038948121691,32.9080688062497,22.7313777767257,85.3889173759295,26.2912975342978,85.6803616845118,6.3577323956118,74.2898613912976,41.1074983596489,117.743816420023,29.5029216579971,62.0216569064258,27.2812168645563,78.4742858529964,39.7741606581709,3.62284266317426,33.1221642810594,0,37.584737893042,30.4759368928987,67.0425554949029,45.7594203390193,58.9811391739319,46.3333762551113,55.6328447918986,79.3493351120869,30.2142226632362,97.1256882324465,29.6956035623485,105.330687662273,62.6175281138225,84.6618097965302,33.133449289733,42.7299978909163,57.750950421555,60.4541189202898,31.0558971795529,66.5962480637607,16.1896038969028,55.8722323321023,26.0461314799167
"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae",0,0,0,0,0,11.2337379653182,0,13.1151788661378,0,17.2755407639623,0,0,0,0,0,0,9.09659104749892,1.94081530356607,0,0,0,4.20968864452137,0,0,12.7927359323219,1973.54276920787,0,0,591.042437108826,151.353474782431,124.122209413551,0,0,0,4.87385315280197,14.1409993065375,0,0,0,0,0,4.80201209289416,0,0,0,0,0,0,0,4.60181714601326,51.567715665553,0,0,5.14739602500048,0,0,0,0,0,0,4.47604489661975,22.7762685223656,9.36814179840186,4.48746392812496,0,0,4.50707957730819,0,2.7247424552622,0,35.837306262258,0,7.80959690946983,7.29666551840304,71.4508060738378,0,22.4367060123015,0,22.7123412212979,14.4426124100381,9.02033709433009,0,56.6669219064061,10.8581675380724,0,4.31008151210338,1098.42523786795,4.70716394732719,8.63263504663891,0,9.13710878841493,0,278.300124950322,1.80131510205383,322.615164136874,3.56083315757636,0,8.51466463666053,0,0,0,0,0
"D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__uncultured",37.2882237387367,222.573325471031,23.9823397215333,92.8691300015817,20.9640348789737,21.6033422409965,11.8466310574746,25.1374261600974,6.23029793208782,13.3492814994254,34.600885439218,12.5605912147593,128.846746053204,18.4431961492938,3.89765615288408,20.1087425758924,133.849839698913,26.2010065981419,0,21.6183338676815,235.963574361426,9.82260683721652,100.906979380187,6.75593396912442,36.4100945766086,25.1491030281351,5.8264638479307,5.31844732196909,4.59597540520082,9.79346013298085,23.6960581607688,46.2454944930575,138.995352650831,3.49734823051774,49.7133021585801,73.7352106698027,29.0793343788543,107.092756894143,39.5754054674291,72.38367731618,6.17568179564755,117.649296275907,0,15.4208348846831,11.4258398838445,49.5564720436153,10.5176553849876,32.3889838820544,298.875356695024,0,19.1537229614911,32.4118317018494,212.330510237541,18.5306256900017,3.6532770259827,19.1487512249875,29.3066066056042,0,71.1294988098648,0,4.47604489661975,0,8.43132761856168,0,100.018062217593,52.9040031568259,0,45.9445417728541,0,4.47529285489744,0,6.79291248577056,0,19.4577747157414,0,20.9782744359495,90.7666743224926,0,20.8196461195231,0,11.2754213679126,39.8531482445599,14.3662618917649,8.53141735134259,34.4056645181269,6.46512226815507,45.2825480864291,11.4316838720803,270.848924588296,30.3032147285233,68.528315913112,186.209608545805,121.06055435339,19.8144661225922,33.133449289733,5.34124973636454,0,0,127.877223680512,48.1542101384116,14.6477368591026,21.9245468644958,17.3640876532778
"D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae",58.1002555929153,0,141.324501930464,32.2462256949936,39.8316662700501,25.0598769995559,52.1251766528881,17.4869051548504,47.3502642838674,22.7723037343139,72.5502436628764,35.3266627915105,14.1731420658525,71.138042290133,75.0298809430186,41.8932136997758,24.6907471289257,22.3193759910098,23.6419168133427,30.4258032211814,48.6227971411423,44.9033455415613,25.2267448450468,63.6988059946016,53.139056949645,54.2691170607126,21.8492394297401,48.9297153621156,34.9294130795263,24.0384930536803,57.54756981901,87.8664395368092,43.8273634484602,13.2899232759674,56.5366965725029,56.56399722615,33.355707081627,57.4919010694873,21.5865848004159,67.71376265062,17.4977650876681,146.461368833272,8.37097316699838,36.523029990039,33.2388069348205,31.0777875527757,46.8513739876722,15.7317921712836,19.5983840455753,11.5045428650331,25.0471761804114,34.437571183215,26.8206960300052,24.7075009200023,12.7864695909395,34.1941986160491,59.5290446676335,20.1762885122242,54.5326157542297,0,51.9221208007891,17.461805867147,29.978053754886,11.9665704749999,73.8769777743584,24.1316505627627,16.52595845013,88.1638504289904,3.6329899403496,11.6357614227334,37.9453831012144,80.382797748285,13.0159948491164,36.4833275920152,10.392844519831,58.2729845443043,63.2307169437589,30.7941626369812,37.8539020354965,6.18969103287348,59.3838858710064,32.820239730814,39.9062830326803,44.2082535478661,30.1927260057032,58.1861004133956,150.079302229308,18.8286557893087,32.3723814248959,47.3973358574339,38.8327123507635,90.2834465676629,43.1365193673,45.9335351023727,38.3650465460066,63.2047885469804,16.2887296060796,34.9101250103082,20.0949922926519,87.0874013141486,52.4234792852092,14.8521123920778,7.23503652219907
"D_0__Archaea;D_1__Euryarchaeota;D_2__Methanobacteria;D_3__Methanobacteriales;D_4__Methanobacteriaceae",3.46867197569643,0,0,0,0,0,0,0,0,0,0,505.563796394061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.928695691446,0,0,0,0,0,291.091347486573,0,0,14.8817300746638,0,0,0,0,769.00701731392,0,0,0,180.290813841537,0,79.2698987850073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.191016397186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.832828161715,318.395543305756,0,0
"D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Micrococcaceae",11.2731839210134,40.9534918866697,17.98675479115,5.15939611119898,14.6748244152816,8.64133689639858,27.2472514321915,20.7656998713848,3.73817875925269,2.35575555872213,53.5755645510472,1.57007390184491,15.4616095263845,28.9821653774616,8.76972634398918,21.7844711238834,40.2849032103524,27.171414249925,8.59706065939735,16.013580642727,50.0528794099995,4.20968864452137,8.13765962743447,40.5356038147465,61.9955664412525,7.94182200888477,20.3926234677574,11.700584108332,14.7071212966426,16.9159765933306,39.493430267948,53.9530769085671,18.7831557636258,0,46.7889902668989,29.2920699921134,18.8160398921999,16.9093826674963,27.582858356087,4.66991466556,18.5270453869426,28.0117372085493,0,2.4348686660026,5.1935635835657,14.2789834701942,0,1.85079907897454,12.2489900284846,6.13575619468435,4.42008991419025,5.06434870341397,4.47011600500086,33.9728137650031,0,13.6776794464196,23.8116178670534,12.2498894538504,21.3388496429594,3.17476802679367,0,7.5920895074552,8.43132761856168,1.49582130937499,2.27313777767257,0,24.7889376751951,13.6591880946323,3.6329899403496,13.4258785646923,34.7832678427799,0,0,15.8094419565399,6.49552782489435,3.10789250902956,12.2382032794372,13.5856599869035,9.46347550887411,0,4.51016854716505,67.9847822995433,14.3662618917649,38.0035863832533,24.575474655805,22.6279279385427,390.723700631474,28.2429836839631,154.308351458671,9.32406607031487,141.625186220431,22.5708616419157,59.8345268643193,20.7151236736191,99.400347869199,17.8041657878818,0,12.7719969549908,27.4022622172526,19.4665955878685,0,4.95070413069261,2.89401460887963
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;__;__",0,0,51.3907279747142,376.635916117526,0,23.3316096202762,151.636877535674,0,0,0,0,0,0,67.1859288295701,200.72929187353,0,51.9805202714224,0,95.6422998357956,0,0,70.1614774086895,0,11.5816010899276,0,0,0,0,0,0,0,30.8303296620383,0,0,117.947246297808,48.4834261938429,0,0,0,0,0,0,0,0,5.1935635835657,0,0,0,0,7.66969524335543,0,0,0,0,0,0,7.32665165140104,51.16130301314,0,0,0,0,11.2417701580822,32.9080688062497,19.3216711102168,0,31.5495570411574,0,0,273.887922719724,41.1074983596489,16.9822812144264,1.73546597988218,46.2122149498859,0,12.4315700361182,0,0,352.987636481004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65794757793441,0
