X151.2	X151.3	X151.4	X151.5	X152.2	X152.3	X152.4	X152.5	X153.2	X153.3	X154.2	X154.3	X154.4	X154.5	X156.2	X156.3	X156.4	X156.5	X157.2	X157.3	X157.4	X158.2	X158.3	X158.4	X158.5	X159.2	X159.3	X160.2	X160.3	X160.4	X160.5	X161.2	X161.3	X161.4	X161.5	X163.2	X163.3	X163.4	X163.5	X164.2	X164.4	X164.5	X165.2	X165.3	X165.5	X166.2	X166.3	X166.4	X166.5	X167.3.1	X167.3.2	X167.4	X167.5	X168.2	X168.3	X168.4	X168.5	X169.3	X169.4	X169.5	X170.2	X170.3	X170.4	X170.5	X171.2	X171.3	X171.5	X172.2	X172.3	X172.4	X172.5	X173.2	X173.3	X173.4	X173.5	X174.2	X174.3	X174.5	X175.2	X175.3	X175.4	X175.5	X176.3.1	X176.3.2	X176.4	X177.3	X177.4	X178.4	X179.3	X179.4	X179.5	X180.2	X180.3	X180.4	X180.5	X181.2	X181.3	X181.4	X182.2	X182.3	X182.4	X182.5	CMV002	CMV003	CMV004	CMV005	CMV006	CMV007	CMV008	CMV009	CMV016.1	CMV016.2	CMV017.1	CMV017.2	CMV018.1	CMV018.2	CMV020.1	CMV020.2	CMV021.1	CMV022.2	CMV023.1	CMV024.2	CMV025.1	CMV025.2	CMV026.1	CMV026.2	CMV027.1	CMV027.2	CMV028	CMV030	CMV031	CMV035.1	CMV038.1	CMV039.1	CMV039.2	CMV040.1	CMV040.2	CMV041.1	CMV041.2	CMV042.1	CMV042.2	CMV043.1	CMV043.2	CMV044.1	CMV044.2	CMV047	CMV048	CMV050	CMV051.1	CMV051.2	CMV051	CMV052.1	CMV052.2	CMV053.1	CMV053.2	CMV053	CMV054.2	CMV055.1	CMV056	CMV057	CMV058.1	CMV059.1	CMV060.1	CMV061	CMV062	CMV066.1	CMV067.1	CMV067.2	CMV068	CMV070.1	CMV072.1	CMV074	CMV075.2	CMV076.1	CMV076.2	CMV077.1	CMV077.2	CMV079.2	CMV080.1	CMV080.2	CMV081.1	CMV081.2	CMV082.2	CMV083.1	CMV083.2	CMV084.1	CMV085.1	CMV085.2	CMV088.1	CMV088.2	CMV089.1	CMV089.2	CMV090.1	CMV090.2	CMV091.1	CMV092.1	CMV093.1	CMV094.1	CMV094.2	CMV095.1	CMV096.1	CMV097.1	CMV097.2	CMV098.1
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified	0	0.00796	0	0	0	0.01552	0	0.01003	0	0	0	0	0	0	0	0	0	0.11128	0	0	0	0.08815	0	0	0	0	0	0.00739	0	0	0	0	0	0	0	0	0	0	0.00549	0	0.02103	0	0	0	0	0	0	0	0	0	0	0	0.02597	0	0	0	0.27962	0	0	0	0.07763	0	0	0.19581	0	0	0.24497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0.24641	0	0.27879	0	0	0	0	0	0	0	0	0	5.02208	0.03759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0.26831	0	0.32999	1.11988	0.2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04442	0	0	0.0213	0	0.24374	0	0	0.03544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02514	0	0	0	0	0	0.5794
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	0	0	0	0	0.03112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07565	0	0	0	0	0	0	0	0	0	0	0	0.02725	0	0.01831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01064	0.04896	0.02397	0	0.00427	0	0.33917	0	0	0	0	1.08102	0	0	0	0.04458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03343	0	0	0	0	0	0	0	0.21648	0	0	0.33084	0.48097	0.00318	0	0	0	0	0	0	0	0	0	0.17094	0	0	0	0	0	0	0	0	0	0	0.01739	0.03774	0	0	0	0	0.77544	0	0	0	0	0.02153	0.19266	0.12982	0.48971	0.10422	0	0	0	0.02297	0	0	0	0	0	0.04483	0	0	0.01037	0	0.00656	0	0	0	0.05681	0	0	0	0	0	0	0.02643	0.01414	0	0	0	0.02809	0	0	0	0	0	0	0	0	0	0.08242	0	0	0	0	0.00371	0	0.00835	0	0.06377	0	0	0.05494	0	0	0	0	0	0	0.01228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	0	0	0	0	0.03112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07565	0	0	0	0	0	0	0	0	0	0	0	0.02725	0	0.01831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01064	0.04896	0.02397	0	0.00427	0	0.33917	0	0	0	0	1.08102	0	0	0	0.04458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03343	0	0	0	0	0	0	0	0.21648	0	0	0.33084	0.48097	0.00318	0	0	0	0	0	0	0	0	0	0.17094	0	0	0	0	0	0	0	0	0	0	0.01739	0.03774	0	0	0	0	0.77544	0	0	0	0	0.02153	0.19266	0.12982	0.48971	0.10422	0	0	0	0.02297	0	0	0	0	0	0.04483	0	0	0.01037	0	0.00656	0	0	0	0.05681	0	0	0	0	0	0	0.02643	0.01414	0	0	0	0.02809	0	0	0	0	0	0	0	0	0	0.08242	0	0	0	0	0.00371	0	0.00835	0	0.06377	0	0	0.05494	0	0	0	0	0	0	0.01228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__GCF_000012545	0	0	0	0	0.03112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07565	0	0	0	0	0	0	0	0	0	0	0	0.02725	0	0.01831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01064	0.04896	0.02397	0	0.00427	0	0.33917	0	0	0	0	1.08102	0	0	0	0.04458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03343	0	0	0	0	0	0	0	0.21648	0	0	0.33084	0.48097	0.00318	0	0	0	0	0	0	0	0	0	0.17094	0	0	0	0	0	0	0	0	0	0	0.01739	0.03774	0	0	0	0	0.77544	0	0	0	0	0.02153	0.19266	0.12982	0.48971	0.10422	0	0	0	0.02297	0	0	0	0	0	0.04483	0	0	0.01037	0	0.00656	0	0	0	0.05681	0	0	0	0	0	0	0.02643	0.01414	0	0	0	0.02809	0	0	0	0	0	0	0	0	0	0.08242	0	0	0	0	0.00371	0	0.00835	0	0.06377	0	0	0.05494	0	0	0	0	0	0	0.01228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	82.46922	99.99204	100	99.44569	99.45037	99.4913	20.69141	99.81988	100	97.03359	97.60191	99.98214	99.98669	100	71.54793	98.90472	100	92.94072	100	99.93518	98.64677	51.209	94.91738	99.55497	100	100	100	99.99261	99.92951	99.7208	100	99.98628	100	57.73423	99.08079	96.65725	100	99.96902	99.99349	99.14123	99.84095	98.66412	100	100	100	100	100	9.34158	100	13.74503	28.82228	90.51132	99.97403	71.211	100	71.87999	98.18291	99.50061	100	100	98.64237	100	97.29462	96.87043	87.36288	86.01131	97.75457	100	100	99.99008	100	99.95641	100	99.95546	97.92899	99.93293	100	99.90335	97.98447	88.18942	78.73203	95.49492	100	100	100	95.64172	99.96016	99.99421	97.74305	92.87194	85.84969	98.92369	99.01066	96.4279	99.80968	99.99121	100	100	95.00831	99.99662	99.75149	97.52277	99.05295	80.16615	88.86695	1.91417	99.99626	100	92.83145	98.47514	22.48438	99.97084	18.23728	100	87.27589	96.41662	58.48636	95.35016	94.78294	69.15774	98.66989	99.85992	95.57845	99.63799	98.21773	97.13229	99.34676	72.15898	97.07889	99.29152	98.89349	84.2203	63.6401	89.28429	98.39895	45.19805	99.92764	91.93589	69.12779	44.43682	98.81452	97.479	87.81315	88.05401	85.56301	85.11377	95.02971	99.56559	33.60022	100	28.02574	99.78885	96.90005	89.51463	93.46576	16.51705	79.00661	100	100	92.90732	90.83193	99.61638	97.92254	99.35222	99.98148	36.64836	99.87594	83.1065	86.31221	82.8224	90.97868	99.46039	97.36562	99.99168	98.67471	99.95349	99.9865	82.75652	99.99839	90.91023	98.73774	99.15823	49.01481	99.81399	99.44898	99.94189	99.98452	100	100	75.47429	83.66845	99.22685	99.45334	97.25762	98.33656	99.25859	99.78859	99.00431	100	73.64916	98.48054	91.63316	98.84632	96.3117
k__Bacteria|p__Actinobacteria	10.03542	1.51143	0.78262	12.8918	13.43259	34.71343	7.12353	5.14777	28.64783	51.69718	1.82115	7.28422	0.12374	1.55337	0.12603	0.83365	9.56597	5.50986	2.98165	41.1994	13.76302	41.7211	5.53651	9.29042	3.87544	0.22959	11.37733	6.46562	9.85639	58.57969	2.18323	16.98529	63.42535	13.4178	16.06164	8.13457	94.05236	10.21867	1.13809	12.12487	2.78117	19.92912	3.32979	20.37965	52.23107	8.9635	18.13483	1.97034	32.46134	1.46598	4.96562	4.50427	2.1088	4.72899	14.27407	35.78036	5.1839	13.80743	3.68055	1.43415	8.37713	1.64916	8.28747	1.32812	6.81999	41.10966	9.55555	2.51912	37.40588	67.71822	0.10861	7.75779	6.15998	5.61334	4.40456	2.8847	19.86411	0.65931	6.58198	22.26978	29.75401	4.52025	9.91202	93.80604	8.03184	63.09001	9.71176	5.66354	69.16507	28.13089	21.29493	3.037	1.6136	7.1797	4.8801	0.02342	11.30555	0.23423	4.91668	91.40183	52.71766	25.51262	8.63922	5.03382	0.26649	0.00479	0.03659	3.05712	50.61423	12.28972	2.17003	23.52716	3.23197	67.94274	7.38837	68.20919	0.72136	4.53364	15.14499	12.7207	1.90854	69.78903	3.09689	39.68707	17.1364	35.14221	7.85334	13.60444	27.2534	3.43338	0.00463	11.23536	11.12817	3.72848	95.31112	5.09451	12.76971	44.38725	14.22539	3.37771	33.3872	4.72639	4.71319	15.23019	3.3582	9.10362	0.21097	0.81413	0.53716	41.51485	5.55511	2.44616	48.84602	9.42305	28.46154	1.08205	9.64427	1.15916	0	2.49205	8.70014	0.26019	1.02381	3.86724	4.29579	0.43151	0.19618	0.83598	1.15316	9.54356	27.93472	8.39076	13.64363	22.50453	1.21204	1.48696	3.03947	11.92627	0.8305	4.26146	30.84181	23.99252	2.66148	1.68055	4.09801	0.21708	8.24067	3.08223	24.22807	1.03113	7.77009	6.09898	0.78316	21.91466	44.84783	7.82981	21.9079	8.3084	8.67817	3.72453	53.87504	9.14324	14.28775	15.7729
k__Bacteria|p__Actinobacteria|c__Actinobacteria	10.03542	1.51143	0.78262	12.8918	13.43259	34.71343	7.12353	5.14777	28.64783	51.69718	1.82115	7.28422	0.12374	1.55337	0.12603	0.83365	9.56597	5.50986	2.98165	41.1994	13.76302	41.7211	5.53651	9.29042	3.87544	0.22959	11.37733	6.46562	9.85639	58.57969	2.18323	16.98529	63.42535	13.4178	16.06164	8.13457	94.05236	10.21867	1.13809	12.12487	2.78117	19.92912	3.32979	20.37965	52.23107	8.9635	18.13483	1.97034	32.46134	1.46598	4.96562	4.50427	2.1088	4.72899	14.27407	35.78036	5.1839	13.80743	3.68055	1.43415	8.37713	1.64916	8.28747	1.32812	6.81999	41.10966	9.55555	2.51912	37.40588	67.71822	0.10861	7.75779	6.15998	5.61334	4.40456	2.8847	19.86411	0.65931	6.58198	22.26978	29.75401	4.52025	9.91202	93.80604	8.03184	63.09001	9.71176	5.66354	69.16507	28.13089	21.29493	3.037	1.6136	7.1797	4.8801	0.02342	11.30555	0.23423	4.91668	91.40183	52.71766	25.51262	8.63922	5.03382	0.26649	0.00479	0.03659	3.05712	50.61423	12.28972	2.17003	23.52716	3.23197	67.94274	7.38837	68.20919	0.72136	4.53364	15.14499	12.7207	1.90854	69.78903	3.09689	39.68707	17.1364	35.14221	7.85334	13.60444	27.2534	3.43338	0.00463	11.23536	11.12817	3.72848	95.31112	5.09451	12.76971	44.38725	14.22539	3.37771	33.3872	4.72639	4.71319	15.23019	3.3582	9.10362	0.21097	0.81413	0.53716	41.51485	5.55511	2.44616	48.84602	9.42305	28.46154	1.08205	9.64427	1.15916	0	2.49205	8.70014	0.26019	1.02381	3.86724	4.29579	0.43151	0.19618	0.83598	1.15316	9.54356	27.93472	8.39076	13.64363	22.50453	1.21204	1.48696	3.03947	11.92627	0.8305	4.26146	30.84181	23.99252	2.66148	1.68055	4.09801	0.21708	8.24067	3.08223	24.22807	1.03113	7.77009	6.09898	0.78316	21.91466	44.84783	7.82981	21.9079	8.3084	8.67817	3.72453	53.87504	9.14324	14.28775	15.7729
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.07357	0	0	0.00786	0.45184	0.53213	0.99731	0	0.33812	0.16908	0.36065	1.2967	0.00061	0.02617	0.00208	0.0128	0	0.03329	2.849	1.95556	0.04825	35.46823	0.12743	0	0.00029	0.01613	1.136	3.17638	0.2673	0.43017	0	0.39626	0.5096	0	0	0.29904	0.0825	0	0	0.30639	0.03403	0	0.54065	0.02487	0.02912	6.14977	0	0.01632	0	0.59399	0.02466	0.01777	0	2.29492	0.01092	2.22875	0	0.68501	0.01286	0	0.12974	0	5.67351	0	0.01707	0	0.01136	0.20217	3.49634	0.19116	0	0.15735	0	0.60661	0	0.15085	0.00763	0.02485	0.00917	0	0.00989	0.0036	0.00272	0.02507	0.00855	0.51373	0.1092	0	0.0428	0.00079	0	0.1224	0.08743	0.02118	0.05013	0.02148	0	0.00365	0	0	0	0	0	0.42384	0.01169	0.00173	0	0.02293	48.57335	0	0.02712	0.61394	0	0	0.03933	0.19684	0.01873	0.20177	0	0.70059	0.1617	0.05983	0.0028	0.19979	0.24683	0.5928	0	0.08191	20.86801	0.0138	0	0	0.0603	0	0.00307	0.05445	1.28556	0.0044	0.29596	0	0.01726	0.0842	0.39501	0	0.05966	9.10362	0	0.38971	0.01588	0.32973	0.02465	0.06369	0.31317	0.00133	0.04249	0.04393	1.06816	0.04408	0	0.12679	0.29812	0.01665	0.0129	0.06589	4.11862	0.35945	0.00736	0.01168	0.01477	0.80426	0.27385	0.10474	0.42395	0.0476	0.01229	0.04696	0.41177	0.03507	0.01455	0.25468	0.71136	0.02567	0.01411	0.218	9e-04	0.00246	0.14332	0.06669	0.04472	0.01336	0.05998	0	0.01412	0.18443	0.12173	0.11146	0.05175	0.88249	0	0.22516	0.70603	0.98924	2.56142	2.08006
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0	0	0	0.00786	0.0117	0.37309	0	0	0	0	0.02787	0.13106	0	0.01936	0	0.00664	0	0.03329	0	1.74235	9e-04	0.01471	0.08974	0	0	0	0	0	0	0.01163	0	0.05495	0.01408	0	0	0	0.00465	0	0	0	0	0	0	0.02235	0.00271	5.40869	0	0	0	0	0.02311	0.00164	0	0	0	0.01419	0	0.11123	0	0	0	0	0	0	0.00701	0	0	0.03953	0	0.01976	0	0.01559	0	0.04085	0	0	0.00245	0.00516	0.00917	0	0.00989	0.0036	0	0	0	0.06205	0.01051	0	0.02705	0.00079	0	0	0	0.01979	0.03303	0	0	0	0	0	0	0	0	0.20618	0	0	0	0.02106	0	0	0	0.02791	0	0	0	0.00441	0.01873	0.08503	0	0.10362	0	0.0389	0	0.07882	0.20229	0.33835	0	0.04287	20.05252	0.00374	0	0	0.01055	0	0.00307	0	0.43214	0.00265	0.04441	0	0.01333	0.04637	0.38568	0	0.05029	0	0	0	0.01588	0.28358	0.00784	0	0.01186	0	0	0	0.99978	0	0	0	0	0	0.00052	0.01546	0.08211	0.00488	0.00736	0	0	0.06788	0.03986	0.07082	0.40372	0.0476	0.01177	0	0.00757	0.02721	0	0.06767	0.28399	0	0.01281	0.01466	0	0	0.04588	0	0.00384	0.00688	4e-04	0	0.00644	0.11206	0.05808	0.02483	0	0.65745	0	0.09821	0.07615	0.02726	1.22885	0.30628
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99348	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99348	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__GCF_000466165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99348	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0	0	0	0.00786	0.0117	0.37309	0	0	0	0	0.01926	0.13106	0	0.01936	0	0.00664	0	0.03329	0	1.74235	9e-04	0.01471	0.08974	0	0	0	0	0	0	0.01163	0	0.05495	0.01408	0	0	0	0.00465	0	0	0	0	0	0	0.02235	0.00271	5.40869	0	0	0	0	0.02311	0.00164	0	0	0	0.01419	0	0.11123	0	0	0	0	0	0	0.00701	0	0	0.03953	0	0.01976	0	0.01559	0	0.04085	0	0	0.00245	0.00516	0.00917	0	0.00989	0.0036	0	0	0	0	0.01051	0	0.02705	0.00079	0	0	0	0.01979	0.03303	0	0	0	0	0	0	0	0	0.20618	0	0	0	0.02106	0	0	0	0.02791	0	0	0	0.00441	0.01873	0.08503	0	0.10362	0	0.0389	0	0.01122	0.20229	0.22446	0	0.04287	20.02437	0.00374	0	0	0	0	0.00307	0	0.42999	0.00265	0.04441	0	0	0.04637	0.36796	0	0.05029	0	0	0	0.01588	0.27752	0.00784	0	0.01186	0	0	0	0.99751	0	0	0	0	0	0.00052	0.01546	0.08211	0.00488	0	0	0	0.06788	0.02695	0.07082	0.40372	0.0476	0.01177	0	0.00757	0.01808	0	0.06767	0.28399	0	0.01193	0.01466	0	0	0.04588	0	0	0.00688	4e-04	0	0.00644	0.11206	0.05808	0.02483	0	0.65745	0	0.09821	0.07615	0.02726	0.23537	0.28948
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_europaeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_europaeus|t__GCF_000411155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	0	0	0.00786	0	0.27975	0	0	0	0	0	0.00193	0	0	0	0.00664	0	0.03329	0	0.36392	0	0	0.01137	0	0	0	0	0	0	0	0	0.05495	0.01408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02126	0	0	0	0	0	0	0.09374	0	0	0	0	0	0	0	0	0	0.03953	0	0.01109	0	0	0	0	0	0	0	0.00516	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0.01979	0.03303	0	0	0	0	0	0	0	0	0.01783	0	0	0	0	0	0	0	0	0	0	0	0.00441	0.01873	0.04976	0	0.07367	0	0.03203	0	0.01122	0.20229	0.10283	0	0.03134	0	0.00374	0	0	0	0	0	0	0.05913	0	0.02953	0	0	0.04637	0	0	0.04504	0	0	0	0.00282	0.00307	0.00397	0	0	0	0	0	0.01192	0	0	0	0	0	0.00052	0.01021	0.08211	0	0	0	0	0.06788	0	0	0	0	0	0	0.00692	0	0	0.04865	0.01642	0	0	0	0	0	0	0	0	0.00068	0	0	0.00202	0	0	0	0	0.03203	0	0.07756	0	0	0.08919	0.04421
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified	0	0	0	0.00786	0	0.27975	0	0	0	0	0	0.00193	0	0	0	0.00664	0	0.03329	0	0.36392	0	0	0.01137	0	0	0	0	0	0	0	0	0.05495	0.01408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02126	0	0	0	0	0	0	0.09374	0	0	0	0	0	0	0	0	0	0.03953	0	0.01109	0	0	0	0	0	0	0	0.00516	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0.01979	0.03303	0	0	0	0	0	0	0	0	0.01783	0	0	0	0	0	0	0	0	0	0	0	0.00441	0.01873	0.04976	0	0.07367	0	0.03203	0	0.01122	0.20229	0.10283	0	0.03134	0	0.00374	0	0	0	0	0	0	0.05913	0	0.02953	0	0	0.04637	0	0	0.04504	0	0	0	0.00282	0.00307	0.00397	0	0	0	0	0	0.01192	0	0	0	0	0	0.00052	0.01021	0.08211	0	0	0	0	0.06788	0	0	0	0	0	0	0.00692	0	0	0.04865	0.01642	0	0	0	0	0	0	0	0	0.00068	0	0	0.00202	0	0	0	0	0.03203	0	0.07756	0	0	0.08919	0.04421
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0.01521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
